,city,trips_in_first_30_days,avg_rating_of_driver,avg_surge,phone,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,rider_didnot_rate,active
45338,2,2,5.0,1.0,0.0,0.0,0,50.0,2.83,5.0,0,0
37020,1,4,4.5,1.0,0.0,0.0,0,50.0,2.85,5.0,0,0
15407,0,0,4.1,1.0,1.0,0.0,0,44.4,2.99,5.0,0,0
15578,0,0,5.0,1.38,1.0,50.0,0,0.0,4.46,5.0,0,0
29932,1,0,4.0,1.0,1.0,0.0,0,100.0,1.73,5.0,1,0
7353,1,3,5.0,1.0,0.0,0.0,1,50.0,8.64,4.8,0,1
22308,1,2,5.0,1.0,1.0,0.0,1,75.0,4.49,5.0,0,1
35848,0,0,4.0,1.0,1.0,0.0,0,0.0,8.17,5.0,0,0
6087,1,10,3.6,1.0,0.0,0.0,1,100.0,3.5700000000000003,5.0,0,0
27414,1,1,5.0,1.0,1.0,0.0,0,100.0,2.81,5.0,0,0
18871,0,2,4.0,1.0,1.0,0.0,1,25.0,2.2,4.8,0,1
30869,1,0,4.5,1.01,1.0,5.0,0,55.0,2.91,4.7,0,1
11482,1,2,5.0,1.0,1.0,0.0,0,100.0,5.24,5.0,0,0
26642,1,1,5.0,1.0,0.0,0.0,1,100.0,7.4,4.7,0,0
28635,1,1,5.0,1.0,1.0,0.0,1,0.0,4.01,5.0,0,0
39075,2,16,4.5,1.07,1.0,14.3,1,69.4,5.1,4.9,0,1
40830,1,0,5.0,1.0,1.0,0.0,0,100.0,2.46,5.0,0,1
24824,1,1,5.0,1.0,0.0,0.0,0,0.0,7.06,5.0,0,0
35304,1,0,4.0,1.0,0.0,0.0,0,50.0,25.56,5.0,1,0
15676,1,0,4.0,1.0,1.0,0.0,1,50.0,23.9,5.0,1,0
48757,1,0,4.0,1.0,0.0,0.0,0,100.0,14.35,5.0,1,0
26282,0,0,4.2,1.0,1.0,0.0,0,83.3,3.6,5.0,0,0
4911,1,1,5.0,1.0,0.0,0.0,0,100.0,6.9,5.0,0,0
22142,0,2,5.0,1.0,1.0,0.0,1,57.1,4.17,5.0,0,1
25377,1,0,4.0,1.42,0.0,33.3,0,100.0,2.7199999999999998,5.0,1,1
25659,2,2,5.0,1.0,1.0,0.0,0,100.0,1.28,5.0,0,1
38301,1,0,5.0,1.0,1.0,0.0,0,0.0,13.91,5.0,0,0
30612,0,4,4.8,1.0,0.0,0.0,1,85.7,2.42,5.0,0,0
25836,0,2,4.0,1.0,1.0,0.0,1,66.7,6.42,5.0,0,0
5628,0,6,4.8,1.06,1.0,10.0,1,45.0,2.9699999999999998,4.9,0,1
20060,1,0,4.0,1.5,1.0,100.0,0,100.0,1.17,5.0,1,1
22292,1,1,4.0,1.0,0.0,0.0,0,0.0,1.76,5.0,0,0
19419,1,0,4.6,1.19,1.0,22.2,0,33.3,2.63,4.3,0,1
45861,1,0,4.8,1.0,0.0,0.0,0,75.0,6.22,4.8,0,1
39509,2,2,5.0,1.0,1.0,0.0,1,100.0,13.04,5.0,0,0
16625,2,1,4.0,1.0,1.0,0.0,0,0.0,11.1,5.0,1,0
1603,1,4,2.5,1.0,1.0,0.0,0,40.0,4.16,4.8,0,1
28890,0,0,4.5,1.0,1.0,0.0,0,100.0,3.43,4.7,0,1
41050,2,1,4.0,1.0,0.0,0.0,1,100.0,14.85,5.0,1,0
14492,0,0,4.0,1.0,1.0,0.0,0,100.0,1.12,5.0,1,0
28610,1,5,4.9,1.03,1.0,6.9,0,58.6,5.24,4.6,0,1
17453,1,2,5.0,1.11,1.0,11.1,0,33.3,2.61,4.5,0,1
3703,0,1,5.0,1.0,1.0,0.0,1,100.0,5.01,5.0,0,0
12777,1,2,5.0,1.0,0.0,0.0,0,0.0,8.27,5.0,0,0
24707,0,0,4.7,1.0,0.0,0.0,1,100.0,1.13,5.0,0,0
5948,1,5,4.3,1.06,1.0,11.1,0,77.8,5.33,4.4,0,0
45471,2,4,3.5,1.0,1.0,0.0,1,85.7,7.44,4.9,0,1
36003,0,0,4.0,1.0,1.0,0.0,0,100.0,4.55,5.0,1,0
35411,1,2,5.0,1.13,1.0,50.0,0,100.0,5.68,5.0,0,0
44393,1,2,4.0,1.0,1.0,0.0,0,50.0,10.99,5.0,0,0
15418,1,11,4.9,1.06,1.0,10.3,1,64.1,3.9,4.6,0,1
35299,0,1,5.0,1.0,1.0,0.0,0,100.0,21.66,5.0,0,0
3283,1,1,4.0,1.0,1.0,0.0,0,100.0,4.9,5.0,1,0
37974,2,1,3.6,1.02,1.0,8.3,1,66.7,4.3,4.8,0,1
31723,1,6,5.0,1.1,0.0,11.8,1,41.2,3.43,4.9,0,1
4310,0,4,3.0,1.0,0.0,0.0,1,75.0,4.41,5.0,0,0
23066,0,1,5.0,1.0,1.0,0.0,0,0.0,7.72,3.0,0,0
31316,2,1,3.0,1.0,1.0,0.0,1,0.0,4.91,5.0,0,0
25267,1,0,5.0,1.0,1.0,0.0,0,87.5,2.51,4.9,0,0
10242,2,0,4.0,1.0,1.0,0.0,0,100.0,3.02,5.0,0,1
49245,1,0,4.0,1.0,1.0,0.0,1,100.0,13.2,1.0,1,0
47801,2,0,4.0,1.0,0.0,0.0,0,20.0,7.34,5.0,0,0
42001,0,0,5.0,1.0,1.0,0.0,0,100.0,2.54,5.0,0,0
3444,0,2,3.0,1.38,1.0,50.0,0,100.0,2.41,5.0,0,0
17765,0,5,4.8,1.0,1.0,0.0,1,80.0,4.15,4.8,0,0
47082,1,1,5.0,1.0,0.0,0.0,0,50.0,10.0,5.0,0,0
27296,0,0,3.0,1.0,1.0,0.0,1,100.0,5.48,5.0,0,0
29465,0,1,5.0,1.0,1.0,0.0,1,100.0,13.73,5.0,0,0
46054,1,0,4.5,1.13,1.0,50.0,0,0.0,1.38,4.8,0,0
14366,0,1,5.0,1.0,1.0,0.0,0,66.7,6.91,5.0,0,0
42510,1,2,4.5,1.0,0.0,0.0,0,0.0,11.08,5.0,0,0
7254,0,0,5.0,1.0,1.0,0.0,0,0.0,0.0,3.0,0,0
47853,1,8,4.8,1.15,0.0,16.7,0,66.7,3.1,4.3,0,1
47594,0,1,4.0,1.0,1.0,0.0,1,25.0,2.86,4.5,0,1
18499,1,1,4.0,1.0,1.0,0.0,0,100.0,12.65,5.0,1,0
4059,0,2,5.0,1.0,0.0,0.0,0,50.0,6.3,5.0,0,0
18693,2,5,4.8,1.0,1.0,0.0,0,100.0,3.23,5.0,0,0
14609,2,1,5.0,1.0,1.0,0.0,0,100.0,8.87,5.0,0,0
239,0,2,5.0,1.0,1.0,0.0,0,33.3,16.19,4.3,0,1
36902,1,2,4.5,1.0,0.0,0.0,0,50.0,1.31,5.0,0,0
33582,0,2,5.0,1.0,1.0,0.0,0,50.0,2.13,5.0,0,0
40052,2,3,4.2,1.0,1.0,0.0,1,54.5,8.16,4.9,0,1
17489,1,9,5.0,1.17,1.0,15.3,1,62.7,3.64,4.6,0,1
46122,1,4,4.5,1.0,1.0,0.0,0,15.0,7.23,4.5,0,1
2739,2,0,5.0,1.0,1.0,0.0,1,100.0,2.49,5.0,0,0
30382,0,10,4.7,1.08,1.0,11.6,0,62.8,5.47,4.7,0,1
42416,1,0,4.0,1.0,0.0,0.0,1,0.0,31.64,1.0,1,0
26387,2,0,5.0,1.38,0.0,100.0,0,50.0,1.2,5.0,0,0
1639,0,0,4.5,1.0,1.0,0.0,0,100.0,1.7000000000000002,5.0,0,1
26070,2,9,5.0,1.0,1.0,0.0,0,55.6,2.85,4.8,0,1
37719,1,1,4.0,1.0,1.0,0.0,1,100.0,18.06,5.0,1,0
21360,0,5,5.0,1.0,1.0,0.0,0,60.0,3.9,5.0,0,0
23802,1,5,5.0,1.0,1.0,0.0,0,57.1,1.82,4.9,0,1
12645,0,3,4.5,1.06,1.0,10.0,1,25.0,2.83,4.8,0,0
37969,0,2,5.0,1.0,0.0,0.0,0,0.0,5.69,5.0,0,0
6020,1,2,4.5,1.01,0.0,2.8,1,50.0,3.66,4.6,0,1
46692,1,0,5.0,1.0,0.0,0.0,0,100.0,11.46,5.0,0,0
45795,1,2,5.0,1.0,1.0,0.0,0,100.0,27.04,5.0,0,1
45837,2,0,4.0,1.0,1.0,0.0,0,100.0,2.43,5.0,1,0
7455,1,2,5.0,1.0,0.0,0.0,1,42.9,2.4,4.9,0,0
28226,1,1,4.0,1.0,1.0,0.0,1,100.0,18.14,5.0,0,1
30980,1,1,4.5,1.04,0.0,14.3,0,28.6,5.68,5.0,0,0
4564,1,1,5.0,1.0,1.0,0.0,1,100.0,3.37,5.0,0,1
41787,1,0,3.6,1.0,1.0,0.0,1,71.0,3.39,4.6,0,1
11822,1,1,4.0,1.0,1.0,0.0,0,100.0,3.89,5.0,0,1
7674,2,1,3.0,1.0,0.0,0.0,0,0.0,3.98,5.0,0,0
40852,0,0,5.0,1.0,1.0,0.0,0,100.0,1.74,5.0,0,0
18892,1,1,4.0,1.5,1.0,100.0,0,100.0,0.97,5.0,1,0
673,0,15,5.0,1.1400000000000001,1.0,19.7,1,49.3,2.44,4.8,0,0
31018,1,0,4.0,1.0,0.0,0.0,0,50.0,3.09,5.0,0,0
42820,1,0,5.0,1.0,1.0,0.0,1,100.0,2.71,4.7,0,1
21628,2,5,5.0,1.06,1.0,12.5,0,81.3,1.6400000000000001,5.0,0,1
31048,1,1,4.0,1.0,1.0,0.0,1,0.0,9.52,5.0,1,0
28433,1,1,4.0,1.0,1.0,0.0,0,100.0,1.8,5.0,1,0
17758,2,1,5.0,1.0,0.0,0.0,1,100.0,13.23,5.0,0,0
7165,2,0,5.0,1.0,1.0,0.0,0,60.0,20.91,5.0,0,1
33955,0,0,4.0,1.0,1.0,0.0,0,100.0,2.56,5.0,1,0
35752,1,0,4.0,1.0,1.0,0.0,1,100.0,6.62,5.0,0,1
24356,1,1,4.6,1.0,0.0,0.0,1,60.0,7.14,4.8,0,1
45669,1,0,5.0,2.25,1.0,100.0,0,100.0,1.19,5.0,0,0
30177,1,6,5.0,1.0,0.0,0.0,1,36.4,4.13,4.9,0,0
47024,1,1,4.0,1.0,0.0,0.0,0,0.0,8.16,5.0,0,0
2791,1,0,5.0,1.0,0.0,0.0,0,100.0,3.12,5.0,0,0
43011,2,1,4.0,1.0,1.0,0.0,0,0.0,3.0,5.0,1,0
33606,1,4,4.7,1.25,1.0,26.7,1,53.3,3.64,4.7,0,1
3651,0,0,2.5,1.0,1.0,0.0,0,66.7,2.69,3.0,0,0
14535,1,8,5.0,1.0,1.0,0.0,1,60.0,4.24,4.2,0,1
7645,1,11,4.0,1.0,1.0,0.0,1,61.8,5.18,4.5,0,1
44625,1,1,4.0,1.0,0.0,0.0,0,66.7,6.26,5.0,1,0
31230,1,0,5.0,1.0,0.0,0.0,1,0.0,1.82,5.0,0,0
21689,1,7,4.4,1.05,1.0,6.3,1,100.0,7.02,4.9,0,0
12801,2,0,4.7,1.0,0.0,0.0,0,90.9,8.32,4.9,0,1
43187,1,4,4.9,1.08,1.0,8.3,0,66.7,3.0,4.3,0,0
29536,1,4,4.6,1.06,1.0,11.9,0,57.1,1.73,4.5,0,1
23491,2,0,4.7,1.0,1.0,0.0,1,42.9,2.7199999999999998,5.0,0,0
26461,2,0,4.0,1.0,1.0,0.0,0,100.0,6.84,5.0,0,1
30909,1,1,4.0,1.33,1.0,33.3,0,66.7,2.58,4.7,1,0
22793,2,2,5.0,1.0,0.0,0.0,1,100.0,28.44,5.0,0,0
27171,1,5,4.8,1.0,1.0,0.0,1,90.0,12.1,4.7,0,1
35419,1,0,4.0,1.0,0.0,0.0,1,33.3,8.07,4.7,0,1
5587,0,0,4.0,1.0,1.0,0.0,0,0.0,5.91,5.0,1,1
3141,1,7,3.8,1.0,0.0,0.0,0,58.3,2.8,5.0,0,0
20964,1,1,5.0,1.0,1.0,0.0,0,0.0,1.8,5.0,0,0
27636,1,0,4.0,1.0,0.0,0.0,0,100.0,8.0,5.0,1,0
30414,1,17,5.0,1.18,1.0,23.5,0,76.5,1.49,4.5,0,0
42682,2,8,4.8,1.03,1.0,10.0,1,63.3,3.03,5.0,0,1
1141,0,1,4.0,1.0,1.0,0.0,0,100.0,19.4,5.0,1,0
20245,2,3,4.9,1.27,1.0,33.7,1,74.0,2.51,4.8,0,1
35545,0,1,4.0,1.0,1.0,0.0,0,100.0,3.26,5.0,1,0
41257,0,0,5.0,1.0,0.0,0.0,1,0.0,5.69,4.5,0,0
42034,0,0,5.0,1.0,1.0,0.0,0,100.0,0.98,5.0,0,0
37491,0,5,4.8,1.0,1.0,0.0,1,100.0,2.92,4.8,0,0
10425,1,1,4.0,1.0,1.0,0.0,0,100.0,4.48,5.0,1,0
10126,2,0,5.0,1.0,1.0,0.0,1,50.0,29.66,5.0,0,1
14962,1,1,3.0,1.0,1.0,0.0,1,100.0,6.46,5.0,0,0
48378,2,2,5.0,1.0,1.0,0.0,1,0.0,5.75,5.0,0,0
29209,1,0,4.0,1.0,0.0,0.0,1,100.0,1.6,5.0,1,0
2322,1,1,4.0,1.0,1.0,0.0,0,0.0,0.0,4.0,1,0
39725,2,0,4.0,1.0,0.0,0.0,0,0.0,7.22,5.0,0,0
4041,1,1,4.0,1.0,0.0,0.0,0,0.0,3.08,5.0,1,0
37219,1,5,4.6,1.07,0.0,15.0,0,55.0,2.43,4.4,0,1
29702,0,0,4.0,1.0,1.0,0.0,0,100.0,36.46,5.0,1,0
30417,1,1,4.0,1.13,1.0,50.0,0,0.0,7.54,5.0,1,0
34669,0,0,4.0,1.0,1.0,0.0,0,0.0,0.45,4.0,0,0
7939,0,1,5.0,1.0,1.0,0.0,0,100.0,10.13,5.0,0,0
32167,2,1,4.2,1.03,1.0,11.1,0,100.0,2.47,5.0,0,1
8043,0,1,5.0,1.0,0.0,0.0,1,100.0,3.34,5.0,0,0
27264,0,0,4.0,1.0,1.0,0.0,1,100.0,5.2,5.0,1,1
46381,1,4,4.6,1.0,1.0,0.0,1,54.5,3.24,4.7,0,1
41887,1,1,5.0,1.19,1.0,25.0,1,100.0,7.0,5.0,0,0
14896,2,3,5.0,1.0,1.0,0.0,0,77.8,2.19,5.0,0,1
14836,1,0,4.0,1.0,1.0,0.0,0,100.0,5.05,5.0,1,1
30173,2,3,5.0,1.04,1.0,3.4,0,65.5,2.09,5.0,0,1
35820,0,3,4.7,1.02,1.0,0.9,0,69.8,3.03,4.7,0,1
26781,1,1,4.0,1.0,1.0,0.0,0,100.0,6.54,4.0,1,0
38066,1,1,4.5,1.11,1.0,11.1,1,11.1,2.42,4.7,0,1
6935,0,1,5.0,1.25,0.0,66.7,0,100.0,35.95,5.0,0,0
44515,1,1,4.0,1.0,1.0,0.0,1,0.0,26.45,5.0,1,0
42292,0,5,5.0,1.0,0.0,0.0,0,100.0,10.53,5.0,0,0
41059,2,6,4.3,1.0,1.0,0.0,1,100.0,2.54,5.0,0,1
13641,0,1,5.0,1.0,1.0,0.0,1,0.0,10.25,5.0,0,0
18214,1,4,4.3,1.03,1.0,6.7,1,80.0,8.51,4.8,0,1
35610,1,2,4.0,1.13,1.0,50.0,0,0.0,3.26,5.0,0,0
48326,1,2,5.0,1.0,1.0,0.0,0,100.0,9.37,2.0,0,0
21696,0,0,4.0,3.75,1.0,100.0,0,100.0,7.12,5.0,1,0
15390,1,1,4.0,1.0,1.0,0.0,0,100.0,11.77,5.0,1,0
43524,1,0,4.0,1.0,1.0,0.0,0,0.0,14.01,4.0,1,0
30117,0,9,5.0,1.0,0.0,0.0,0,77.8,3.9,5.0,0,0
40131,1,3,4.7,1.01,1.0,2.9,1,38.2,6.09,4.7,0,0
24192,1,3,5.0,1.0,1.0,0.0,0,0.0,2.79,5.0,0,0
10414,2,0,4.0,1.0,1.0,0.0,1,100.0,10.71,5.0,0,1
15069,1,2,4.0,1.0,1.0,0.0,1,50.0,19.29,5.0,0,1
21589,0,0,4.0,1.0,1.0,0.0,0,100.0,7.42,4.0,1,0
24842,1,2,4.8,1.0,0.0,0.0,1,20.0,1.24,4.6,0,0
45431,0,0,5.0,1.0,1.0,0.0,0,100.0,14.35,5.0,0,0
48391,0,0,3.2,1.02,0.0,9.1,0,100.0,3.09,4.5,0,0
13625,1,1,4.0,1.0,0.0,0.0,0,100.0,5.3,5.0,1,0
13928,1,1,5.0,1.0,1.0,0.0,0,100.0,7.3,5.0,0,0
47144,1,0,4.5,1.08,1.0,8.3,0,83.3,3.92,4.8,0,0
5299,1,10,4.5,1.05,1.0,4.1,0,69.4,2.41,4.7,0,1
4394,1,0,5.0,1.17,1.0,16.7,1,33.3,2.38,4.5,0,1
29772,1,1,4.0,1.0,0.0,0.0,0,0.0,4.99,2.0,1,0
603,1,2,5.0,1.25,1.0,50.0,0,0.0,6.46,5.0,0,0
11968,0,1,5.0,1.0,1.0,0.0,1,100.0,4.01,5.0,0,0
12684,1,1,5.0,1.0,0.0,0.0,0,100.0,2.46,5.0,0,0
30259,0,1,5.0,1.0,0.0,0.0,0,0.0,11.64,5.0,0,0
45826,0,1,4.0,1.0,1.0,0.0,1,100.0,12.65,5.0,1,0
39960,1,6,4.2,1.09,1.0,5.9,1,58.8,4.59,4.9,0,1
34032,2,3,4.9,1.15,1.0,16.7,0,83.3,4.51,5.0,0,1
39980,2,1,5.0,1.0,1.0,0.0,0,50.0,9.06,5.0,0,0
44808,1,0,5.0,1.0,1.0,0.0,1,66.7,8.34,5.0,0,0
1652,0,1,5.0,2.0,1.0,100.0,0,100.0,2.67,5.0,0,0
10869,0,3,4.0,1.0,1.0,0.0,0,25.0,6.58,4.5,0,0
23373,1,0,5.0,1.42,0.0,66.7,1,66.7,1.87,5.0,0,1
11572,1,0,5.0,1.0,1.0,0.0,1,100.0,6.03,5.0,0,0
25710,0,0,5.0,1.0,1.0,0.0,1,100.0,1.45,5.0,0,0
4361,1,1,4.0,1.0,1.0,0.0,0,100.0,4.07,5.0,1,1
37479,1,1,4.0,1.0,1.0,0.0,1,100.0,13.5,5.0,0,0
37093,0,8,4.6,1.0,1.0,0.0,1,73.3,4.6,4.5,0,0
24224,2,15,3.4,1.04,1.0,9.5,1,69.0,3.65,4.7,0,1
40672,2,20,4.3,1.08,1.0,14.3,1,85.7,4.08,4.9,0,1
45010,1,0,5.0,1.0,1.0,0.0,0,100.0,4.49,5.0,0,1
15428,2,2,5.0,1.13,1.0,50.0,0,50.0,4.22,5.0,0,0
33008,1,3,4.7,1.0,1.0,0.0,0,75.0,2.69,4.4,0,1
9999,2,1,5.0,1.0,1.0,0.0,0,100.0,1.15,5.0,0,1
45915,0,1,5.0,1.0,1.0,0.0,1,100.0,5.84,5.0,0,0
29161,0,1,4.0,1.0,1.0,0.0,0,100.0,6.23,5.0,1,0
5030,0,0,5.0,1.0,1.0,0.0,1,100.0,1.02,4.0,0,0
40055,0,1,5.0,1.1,1.0,20.0,0,60.0,4.39,5.0,0,0
21588,0,0,5.0,2.5,1.0,100.0,0,0.0,2.27,5.0,0,0
46360,0,1,4.0,1.0,1.0,0.0,1,14.3,2.02,4.4,0,1
22514,2,12,4.7,1.29,0.0,50.0,0,50.0,2.88,5.0,0,0
11205,0,6,4.8,1.0,1.0,0.0,1,100.0,2.74,4.6,0,1
48135,1,0,2.3,1.0,1.0,0.0,1,100.0,0.52,5.0,0,0
26730,0,1,4.0,1.0,0.0,0.0,1,0.0,3.48,5.0,0,0
10847,0,2,5.0,1.0,0.0,0.0,1,60.0,7.26,4.9,0,1
25474,0,1,4.0,1.0,1.0,0.0,1,0.0,11.89,5.0,1,0
44267,1,2,5.0,1.63,1.0,50.0,0,50.0,1.8900000000000001,3.5,0,0
47793,2,1,5.0,1.0,1.0,0.0,0,40.0,2.47,4.8,0,1
10485,1,6,4.4,1.0,1.0,0.0,1,100.0,1.6099999999999999,4.2,0,0
23078,0,0,5.0,1.0,1.0,0.0,0,100.0,1.72,5.0,0,0
20210,1,3,4.3,1.0,0.0,0.0,0,100.0,11.19,4.3,0,0
36434,1,12,4.1,1.0,1.0,0.0,1,76.5,2.31,4.6,0,1
13741,0,3,4.3,1.15,0.0,17.6,1,64.7,3.03,4.9,0,0
5857,0,2,4.1,1.11,1.0,14.3,0,42.9,6.9,4.7,0,1
25498,0,0,5.0,1.0,1.0,0.0,0,100.0,6.65,5.0,0,1
29138,2,2,5.0,1.0,1.0,0.0,0,100.0,9.35,5.0,0,0
35047,1,0,4.7,1.07,1.0,14.3,0,71.4,2.95,5.0,0,1
11138,1,8,4.6,1.0,0.0,0.0,1,87.5,6.48,4.9,0,0
22484,1,3,5.0,1.03,1.0,12.5,0,75.0,4.78,5.0,0,1
36411,0,4,4.0,1.3,1.0,10.0,0,70.0,3.0,4.9,0,0
21157,1,1,5.0,1.0,1.0,0.0,1,0.0,4.2,5.0,0,0
19470,0,1,5.0,1.0,1.0,0.0,1,100.0,8.21,5.0,0,0
39525,1,0,2.6,1.0,1.0,0.0,1,100.0,5.13,3.8,0,0
20985,1,1,5.0,1.0,1.0,0.0,0,0.0,1.22,5.0,0,0
29337,1,1,5.0,1.5,0.0,100.0,0,100.0,1.9300000000000002,5.0,0,0
48976,1,4,5.0,1.0,1.0,0.0,1,33.3,2.85,4.2,0,0
17480,2,3,4.9,1.17,0.0,27.8,1,77.8,3.21,4.8,0,1
24774,1,0,4.0,1.0,1.0,0.0,0,100.0,2.23,5.0,0,0
30865,1,0,4.0,1.0,0.0,0.0,1,100.0,16.57,5.0,0,0
14581,2,1,5.0,1.08,1.0,16.7,0,66.7,7.34,5.0,0,1
44744,0,0,5.0,1.0,0.0,0.0,1,33.3,2.7800000000000002,4.3,0,0
28686,2,0,5.0,1.0,1.0,0.0,1,50.0,1.62,5.0,0,1
18405,1,0,4.0,1.0,1.0,0.0,0,100.0,12.14,4.0,1,1
22801,0,1,4.0,2.75,1.0,100.0,0,100.0,1.9100000000000001,5.0,0,0
23361,1,1,4.0,1.0,1.0,0.0,0,100.0,16.04,3.0,0,0
11268,2,0,5.0,1.0,1.0,0.0,0,80.0,11.09,5.0,0,1
32741,2,15,4.9,1.08,1.0,10.0,0,70.0,6.25,4.7,0,1
48276,1,6,4.9,1.0,1.0,0.0,0,81.8,3.23,5.0,0,0
12145,1,2,4.4,1.05,0.0,10.0,0,50.0,6.43,5.0,0,0
6632,2,0,5.0,1.0,1.0,0.0,0,0.0,2.46,5.0,0,0
19754,1,6,4.7,1.02,1.0,4.2,1,50.0,6.83,4.7,0,1
27866,1,3,3.7,1.0,0.0,0.0,1,50.0,5.57,4.5,0,0
47252,1,2,3.5,1.0,1.0,0.0,0,100.0,4.61,5.0,0,0
9044,0,2,5.0,1.0,1.0,0.0,1,0.0,6.86,5.0,0,1
45104,1,4,4.8,1.03,1.0,8.7,1,30.4,2.8,4.6,0,1
18947,1,0,4.0,1.0,1.0,0.0,0,100.0,2.46,5.0,1,0
37938,0,2,4.0,1.0,0.0,0.0,1,100.0,3.41,5.0,0,0
413,1,0,5.0,1.0,1.0,0.0,0,16.7,4.51,4.7,0,0
20560,2,3,5.0,1.0,1.0,0.0,1,66.7,7.06,5.0,0,1
18473,2,0,5.0,1.0,1.0,0.0,0,0.0,3.26,5.0,0,1
7293,0,4,5.0,1.01,1.0,4.8,1,33.3,6.73,4.9,0,1
3079,0,3,5.0,1.19,1.0,25.0,0,50.0,7.36,4.9,0,0
8129,0,2,5.0,1.27,1.0,25.0,1,83.3,3.63,4.6,0,0
4947,1,5,3.0,1.04,1.0,7.7,0,38.5,3.14,4.7,0,1
40996,1,0,1.0,1.0,1.0,0.0,0,100.0,1.3599999999999999,5.0,0,0
22464,2,0,4.0,1.0,0.0,0.0,0,100.0,3.7800000000000002,5.0,1,0
16183,2,4,5.0,1.0,0.0,0.0,0,50.0,1.07,4.8,0,0
16800,1,0,4.0,2.0,1.0,100.0,0,100.0,1.25,5.0,0,0
24319,0,1,4.0,1.0,1.0,0.0,1,0.0,8.28,5.0,1,0
30236,1,0,4.0,1.0,0.0,0.0,0,66.7,3.46,4.7,1,1
425,0,1,4.0,1.0,1.0,0.0,1,100.0,3.98,5.0,1,0
19308,1,1,4.0,1.07,1.0,14.3,1,100.0,8.67,4.7,0,0
38524,0,0,5.0,1.0,1.0,0.0,0,100.0,2.31,5.0,0,0
26200,2,3,5.0,1.18,1.0,30.0,0,50.0,2.65,4.8,0,1
21886,1,1,5.0,1.6,1.0,60.0,0,0.0,5.07,4.8,0,0
2676,1,1,5.0,1.0,1.0,0.0,1,0.0,2.34,5.0,0,0
29069,2,1,4.9,1.01,1.0,2.7,0,78.4,2.61,4.9,0,1
22249,1,2,4.9,1.0,0.0,0.0,0,45.5,7.49,5.0,0,1
12173,1,2,3.9,1.11,1.0,7.7,0,76.9,4.35,4.8,0,1
7013,1,0,4.4,1.29,0.0,50.0,0,0.0,9.81,5.0,0,0
13220,0,4,5.0,1.0,0.0,0.0,0,100.0,5.58,4.8,0,0
45974,0,0,5.0,1.0,1.0,0.0,1,50.0,5.03,5.0,0,1
2447,1,10,4.7,1.16,1.0,14.3,0,71.4,2.5300000000000002,4.9,0,1
11803,2,0,5.0,1.0,0.0,0.0,1,100.0,4.27,5.0,0,0
16295,2,26,4.5,1.02,1.0,4.2,1,100.0,3.2800000000000002,4.2,0,0
21468,1,1,5.0,1.0,0.0,0.0,1,100.0,2.84,5.0,0,0
30916,2,1,3.0,1.0,1.0,0.0,1,100.0,7.28,5.0,0,1
3686,1,2,4.5,1.25,1.0,50.0,0,0.0,2.54,5.0,0,0
17055,2,0,4.0,1.0,1.0,0.0,1,100.0,5.25,5.0,0,1
31817,0,4,4.8,1.16,0.0,10.0,1,25.0,4.9,4.9,0,1
26596,1,3,5.0,1.0,1.0,0.0,0,33.3,3.7199999999999998,5.0,0,1
40607,1,0,5.0,1.0,1.0,0.0,1,100.0,15.38,5.0,0,0
23208,0,1,1.0,1.0,1.0,0.0,0,0.0,1.02,5.0,0,0
36188,1,2,5.0,1.0,1.0,0.0,0,100.0,7.37,5.0,0,0
11887,0,1,5.0,1.0,1.0,0.0,0,100.0,30.8,5.0,0,0
10970,0,1,5.0,1.0,1.0,0.0,0,100.0,1.71,5.0,0,0
26932,1,1,5.0,1.0,1.0,0.0,0,100.0,1.27,5.0,0,0
23683,0,1,3.5,1.0,0.0,0.0,1,62.5,1.3599999999999999,4.9,0,1
34791,1,2,4.7,1.0,1.0,0.0,0,35.7,5.95,5.0,0,1
49645,1,3,4.8,1.0,1.0,0.0,0,100.0,2.65,4.9,0,1
11212,1,1,5.0,1.0,1.0,0.0,0,100.0,10.58,5.0,0,0
23560,1,2,5.0,1.0,0.0,0.0,0,100.0,1.02,4.5,0,0
21555,1,1,4.0,1.0,1.0,0.0,1,100.0,4.62,5.0,1,0
6323,0,1,3.0,1.25,1.0,33.3,0,66.7,4.75,4.7,0,1
26724,0,2,4.5,1.0,1.0,0.0,0,100.0,2.19,5.0,0,0
47461,1,1,5.0,1.0,1.0,0.0,0,50.0,13.99,5.0,0,1
25892,2,0,5.0,1.0,1.0,0.0,1,100.0,3.37,5.0,0,0
33200,0,0,5.0,1.0,1.0,0.0,0,100.0,1.8900000000000001,5.0,0,0
48591,0,0,5.0,2.0,0.0,100.0,0,0.0,2.74,5.0,0,0
34730,0,0,2.0,1.0,0.0,0.0,0,100.0,2.19,1.0,0,0
10120,2,4,4.7,1.15,1.0,20.0,0,60.0,2.06,4.5,0,0
34879,0,2,5.0,1.0,1.0,0.0,0,100.0,2.81,4.5,0,0
10085,2,21,5.0,1.11,1.0,10.7,0,76.8,3.24,4.8,0,1
48936,0,2,3.9,1.22,1.0,12.5,1,62.5,2.2,5.0,0,0
28497,0,0,4.6,1.16,1.0,14.3,1,85.7,5.28,4.7,0,1
38792,0,5,4.7,1.0,1.0,0.0,0,77.8,5.98,4.8,0,1
